BI Developer|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Electrical) %%%Not Set|||Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-11
BI Developer|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Communications)%%%Not Set|||Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-11
BI Developer|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Shared Accts)%%%Not Set|||Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-11
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-11
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-11
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-12
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-12
BI Developer|Sales Analysis%%%Klaus-Peter%%%Not Set||Sales Analysis%%%Drill down reports Ord YTD $$ Net%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Net%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Net%%%Not Set||2014-09-15
BI Developer|Sales Analysis%%%Net Order $$ by Year%%%Not Set||Sales Analysis%%%Drill down reports Ord YTD $$ Net%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Net%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Net%%%Not Set||2014-09-15
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-15
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-15
Sr. IT Manager|Sales Analysis%%%Standard Net Orders Count%%%Not Set|Sales Analysis%%%Standard Net Orders Count%%%Not Set|Sales Analysis%%%Standard Net Orders Count%%%Not Set|Sales Analysis%%%Standard Net Orders Count%%%Not Set|Sales Analysis%%%Standard Net Orders Count%%%Not Set||2014-09-15
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-16
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (Electrical) %%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-16
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (Communications)%%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-16
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (Shared Accts)%%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-16
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-16
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-16
Sr. IT Manager|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Electrical) %%%Not Set||Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|2014-09-16
Sr. IT Manager|Sales Analysis%%%Key Cust Gross Ord YTD $$ by Cust Hier (Communications)%%%Not Set||Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|2014-09-16
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-17
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (Electrical) %%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-17
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (Communications)%%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-17
BI Developer|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (Shared Accts)%%%Not Set||||Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|Sales Analysis%%%Key Cust Net Ord YTD $$ by Cust Hier (FusionOps NA) %%%Not Set|2014-09-17
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-17
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-17
BI Developer|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|2014-09-18
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-18
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-18
Sr. IT Manager|Billing Analytics%%%Buying Group Gross Inv $$ (Communications) MOR/GDP%%%Not Set|Billing Analytics%%%Buying Group Gross Inv $$ (FusionOps NA) MOR/GDP%%%Not Set||Billing Analytics%%%Top 5 ED Customer by PH1 - Grainger%%%Not Set|||2014-09-18
BI Developer|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set||2014-09-19
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-19
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-19
BI Developer|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set||2014-09-22
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-22
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-22
BI Developer|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|||2014-09-23
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-23
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-23
BI Developer|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|2014-09-24
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-24
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-24
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-25
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-25
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-26
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-09-26
BI Developer|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set||Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|2014-09-29
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-29
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-29
BI Developer|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|Sales Analysis%%%Standard Net Orders Count - Ave%%%Not Set|2014-09-30
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-30
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-09-30
BI Developer|Billing Analytics%%%Standard Net Inv - Policy %%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Stock Analytics%%%FusionOps  Inventory Aging%%%Not Set|Sales Analysis%%%Standard Net Orders - Policy %%%Not Set|2014-10-01
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-01
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-01
BI Developer|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|2014-10-02
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-02
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-02
Sr. IT Manager|Sales Analysis%%%POC - Daily Credit Memos and Returns%%%Not Set||Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|2014-10-02
Sr. IT Manager|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set||Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|Sales Analysis%%%POC - Daily Gross Ord  %%%Not Set|2014-10-02
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-03
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-03
BI Developer|Sales Analysis%%%Standard Net Orders - Policy %%%Not Set|Sales Analysis%%%Standard Net Orders - Policy %%%Not Set|Sales Analysis%%%Standard Net Orders - Policy %%%Not Set|Sales Analysis%%%Standard Net Orders - Policy %%%Not Set|Sales Analysis%%%Standard Net Orders - Policy %%%Not Set|Sales Analysis%%%Standard Net Orders - Policy %%%Not Set|2014-10-06
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-06
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-06
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-07
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-07
BI Developer|Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set|Billing Analytics%%%Net Inv Drill down by Year%%%Not Set||Billing Analytics%%%Net Invoice $$ by MPC%%%Not Set|Billing Analytics%%%Net Inv Drill Down Report %%%Not Set|2014-10-08
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-08
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-08
Supply Chain Coordinator|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|2014-10-08
BI Developer|Inventory Turns Analytics%%%Raw Inventory Turnover Report%%%Not Set||Inventory Turns Analytics%%%Finished Goods Inventory Turnover Report%%%Not Set|Stock Analytics%%%Overall Valuated Inventory by My Plant%%%Not Set|Stock Analytics%%%Overall Valuated Inventory by My Plant%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-10-09
BI Developer|Inventory Turns Analytics%%%Finished Goods Inventory Turnover Report%%%Not Set||Inventory Turns Analytics%%%Finished Goods Inventory Turnover Report%%%Not Set|Stock Analytics%%%Overall Valuated Inventory by My Plant%%%Not Set|Stock Analytics%%%Overall Valuated Inventory by My Plant%%%Not Set|Stock Analytics%%%Overall Valuated Inventory%%%Not Set|2014-10-09
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-09
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-09
Customer Master Specialist|Sales Analysis%%%Drill down reports Ord YTD $$ Gross%%%Not Set||||||2014-10-10
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|2014-10-10
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|2014-10-10
Salesforce Admin/Project Mgr|Billing Analytics%%%Top 5 ED Customer by PH1 - Platt%%%Not Set|Billing Analytics%%%Top 5 ED Customer by PH1 - Grainger%%%Not Set|||||2014-10-10
Customer Master Specialist|Purchasing Analytics%%%Supplier Delivery Performance Report%%%Not Set|Purchasing Analytics%%%Supplier Delivery Performance Report%%%Not Set|Purchasing Analytics%%%Supplier Delivery Performance Report%%%Not Set|Purchasing Analytics%%%Supplier Delivery Performance Report%%%Not Set|Sales Analysis%%%Drill down reports Ord YTD $$ Net%%%Not Set||2014-10-13
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-13
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-13
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-14
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-14
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-15
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|2014-10-15
Supply Chain Coordinator|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Plant Inventory high level validation%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|2014-10-15
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-16
Production Clerk|Stock Analytics%%%Fishtape Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-16
Production Clerk|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Dashboard%%%Not Set|Stock Analytics%%%Fishtape Transit Dashboard%%%Not Set||2014-10-17
